[Header]
TITLE,NdTiGaO_multifield_He3Base._50K.dat
BYAPP,HeatCapacity,3.9.3,1.7
INFO,6.856,MASS:Sample Mass (mg)
INFO,0.005,MASSERR:Sample Mass Error (mg)
INFO,,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.3 Build 101,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3762175412.73773,,1857,23.5836,23.5836,4999.89306640625,9.89999989542412E-6,23.909085,0.47778721,157.57801,0.2576,105.57068,0.09279,263.14869,0.2576,4.0510848,34.495933,0.039536883,99.523552,0,0,1,,,,7.6415E-6,66.80508,571.64437,6.5907169,0
3762176804.49163,,1857,21.2388,21.2388,4999.88134765625,9.89999989542412E-6,21.556126,0.45280707,122.47956,0.3452,86.21094,0.07711,208.6905,0.3365,1.4460711,29.322424,0,100,0,0,1,,,,7.1171E-6,68.99187,464.66658,5.6818909,0
3762177188.1659,,1857,21.1843,21.1843,4999.90478515625,9.89999989542412E-6,21.487756,0.42175808,122.03302,0.3284,85.699985,0.07694,207.73301,0.3193,0.11427046,28.997623,0,100,0,0,1,,,,7.1638E-6,58.64485,461.72366,5.6791888,0
3762177418.78251,,1857,21.1831,21.1831,4999.86962890625,9.89999989542412E-6,21.480916,0.42858891,122.35738,0.1871,85.622029,0.07691,207.97941,0.1871,1.7902463,29.680687,0.023692456,99.670753,0,0,1,,,,7.0152E-6,57.99525,461.42977,5.6960968,0
3762178684.30287,,1857,19.0606,19.0606,4999.9287109375,9.89999989542412E-6,19.335731,0.40603116,93.985748,0.3256,69.688219,0.08676,163.67397,0.3138,0.5512594,25.59285,0,100,0,0,1,,,,6.3953E-6,59.36137,373.8705,4.8607289,0
3762178890.01721,,1857,19.045,19.045,4999.95263671875,9.89999989542412E-6,19.319357,0.37770849,93.425163,0.2667,69.584774,0.08685,163.00994,0.2522,0.17982734,25.062875,0,100,0,0,1,,,,6.504E-6,51.1857,373.23754,4.835832,0
3762179094.10228,,1857,19.0338,19.0338,4999.95263671875,9.89999989542412E-6,19.302019,0.37400505,93.625097,0.2522,69.465554,0.08696,163.09065,0.2367,0.31762466,25.2443,0,100,0,0,1,,,,6.4605E-6,50.12575,372.56793,4.8505339,0
3762179782.99458,,1857,17.0285,17.0285,4999.9169921875,9.89999989542412E-6,17.274524,0.37598397,69.439048,0.1687,55.228026,0.07983,124.66707,0.1687,2.656724,22.233128,0.029909646,99.455928,0,0,1,,,,5.6168E-6,50.4886,298.40919,4.0197372,0
3762179941.67452,,1857,17.072,17.072,4999.96435546875,9.89999989542412E-6,17.297198,0.35258433,69.650383,0.3291,55.411245,0.08017,125.06163,0.3291,0.18737823,23.231734,0.074440406,98.70778,0,0,1,,,,5.4052E-6,44.46626,299.19307,4.0266858,0
3762180129.13701,,1857,17.1054,17.1054,4999.96435546875,9.89999989542412E-6,17.342693,0.36026177,69.607086,0.2345,55.711423,0.08072,125.31851,0.2345,0.27569622,22.5327,0.044246393,99.207164,0,0,1,,,,5.5754E-6,46.46347,300.76901,4.013626,0
3762180754.55149,,1857,15.3144,15.3144,4999.9404296875,9.89999989542412E-6,15.542416,0.33761089,50.686792,0.1849,44.027479,0.05961,94.714271,0.175,0.63615861,18.553811,0,100,0,0,1,,,,5.1048E-6,45.0654,241.56668,3.2611914,0
3762180891.69271,,1857,15.337,15.337,4999.90478515625,9.89999989542412E-6,15.546316,0.31242286,50.633482,0.1637,44.05782,0.05965,94.691303,0.1637,0.50485602,19.245867,0.048869315,98.98381,0,0,1,,,,4.9346E-6,37.10762,241.68794,3.2569441,0
3762181032.55548,,1857,15.3563,15.3563,4999.9287109375,9.89999989542412E-6,15.571223,0.31874749,50.848888,0.1503,44.203448,0.05984,95.052336,0.1503,0.67544218,19.07184,0.03690592,99.224726,0,0,1,,,,4.9951E-6,38.49173,242.46299,3.265568,0
3762181615.41585,,1857,13.7691,13.7691,4999.9404296875,9.89999989542412E-6,13.977344,0.30309401,36.193296,0.1605,35.01263,0.04905,71.205927,0.1528,0.84658138,15.63334,0,100,0,0,1,,,,4.5547E-6,38.14368,195.36616,2.5894258,0
3762181735.47672,,1857,13.7797,13.7797,4999.90478515625,9.89999989542412E-6,13.971901,0.28013493,36.084382,0.1025,34.987154,0.04902,71.071536,0.1025,1.4788415,15.950794,0.018214609,99.544128,0,0,1,,,,4.4609E-6,31.26668,195.21402,2.5826394,0
3762181856.84805,,1857,13.7917,13.7917,4999.9404296875,9.89999989542412E-6,13.984026,0.27759869,36.320293,0.1647,35.064372,0.04912,71.384666,0.1572,1.3816803,15.870059,0,100,0,0,1,,,,4.4981E-6,31.90159,195.55298,2.5972702,0
3762182378.16818,,1857,12.3748,12.3748,4999.90478515625,9.89999989542412E-6,12.565347,0.27128832,25.227443,0.1204,27.472595,0.03841,52.700038,0.1142,0.36251683,13.045043,0,100,0,0,1,,,,4.0399E-6,31.74012,157.88794,2.0076997,0
3762182482.77672,,1857,12.3786,12.3786,4999.90478515625,9.89999989542412E-6,12.553385,0.25039996,25.221005,0.07383,27.413437,0.03834,52.634442,0.07383,2.5407866,13.319844,0.019976463,99.401,0,0,1,,,,3.9571E-6,26.09009,157.58748,2.0090999,0
3762182587.83334,,1857,12.3856,12.3856,4999.9287109375,9.89999989542412E-6,12.562013,0.2536081,25.308807,0.07379,27.458678,0.03839,52.767485,0.07379,2.8971485,13.366771,0.018797592,99.438254,0,0,1,,,,3.9528E-6,26.63969,157.80417,2.0147095,0
3762183051.91069,,1857,11.1224,11.1224,4999.89306640625,9.89999989542412E-6,11.295457,0.24413425,17.216578,0.09188,21.497068,0.03209,38.713646,0.08609,0.37772282,10.93076,0,100,0,0,1,,,,3.5417E-6,26.73354,127.58735,1.5242038,0
3762183143.76246,,1857,11.1218,11.1218,4999.90478515625,9.89999989542412E-6,11.280812,0.22088074,17.266815,0.09098,21.443949,0.03201,38.710764,0.08516,2.0405205,11.084998,0,100,0,0,1,,,,3.4922E-6,21.86152,127.25671,1.5306359,0
3762183236.19998,,1857,11.125,11.125,4999.90478515625,9.89999989542412E-6,11.284396,0.22711693,17.286245,0.05202,21.453689,0.03203,38.739934,0.05202,1.7238202,11.204315,0.018500631,99.334457,0,0,1,,,,3.4622E-6,22.17,127.33759,1.5318715,0
3762183641.36696,,1857,9.99495,9.99495,4999.9404296875,9.89999989542412E-6,10.151057,0.21878553,11.858293,0.07157,16.721559,0.02242,28.579853,0.06797,0.36743393,9.1863977,0,100,0,0,1,,,,3.1111E-6,22.40863,103.04395,1.1681832,0
3762183722.32218,,1857,9.99143,9.99143,4999.88134765625,9.89999989542412E-6,10.13558,0.20180983,11.866299,0.03639,16.657819,0.02232,28.524118,0.03639,2.1529465,9.3115238,0.0070418158,99.689349,0,0,1,,,,3.065E-6,18.3728,102.72998,1.1707568,0
3762183803.77524,,1857,9.99279,9.99279,4999.90478515625,9.89999989542412E-6,10.137613,0.20364014,11.897349,0.03657,16.667611,0.02233,28.56496,0.03657,2.5749707,9.3834469,0.011502247,99.497267,0,0,1,,,,3.0469E-6,18.62305,102.77121,1.1735848,0
3762184529.00538,,1857,8.9811,8.9811,4999.9287109375,9.89999989542412E-6,9.1147624,0.19877214,8.2378035,0.0419,12.904733,0.0253,21.142537,0.0419,0.76966972,8.0640832,0.021062763,98.910041,0,0,1,,,,2.6262E-6,18.76689,83.078894,0.90378697,0
3762184602.30437,,1857,8.9852,8.9852,4999.9169921875,9.89999989542412E-6,9.1119065,0.18084641,8.2442521,0.08511,12.905221,0.0253,21.149473,0.08126,1.3213845,7.9309793,0,100,0,0,1,,,,2.6667E-6,16.12817,83.02684,0.90477795,0
3762184675.70711,,1857,8.98602,8.98602,4999.90478515625,9.89999989542412E-6,9.1104931,0.17955262,8.2175688,0.08225,12.899575,0.02531,21.117143,0.07826,1.2797973,7.8905437,0,100,0,0,1,,,,2.6763E-6,15.86196,83.001085,0.90198946,0
3762185295.49651,,1857,8.06435,8.06435,4999.9404296875,9.89999989542412E-6,8.1826076,0.17395178,5.774434,0.0651,9.8530619,0.02679,15.627496,0.05933,0.7703431,6.8262616,0,100,0,0,1,,,,2.2893E-6,15.78109,66.955068,0.70569606,0
3762185360.28358,,1857,8.0692,8.0692,4999.9404296875,9.89999989542412E-6,8.1846623,0.16519578,5.7236381,0.03599,9.858014,0.0268,15.581652,0.03599,1.6605904,6.7953422,0.010267331,99.352922,0,0,1,,,,2.295E-6,13.65252,66.988697,0.69931267,0
3762185427.21099,,1857,8.07074,8.07074,4999.9287109375,9.89999989542412E-6,8.1849513,0.16190889,5.7388971,0.05954,9.862723,0.02681,15.60162,0.05316,0.99595915,6.7339921,0,100,0,0,1,,,,2.3168E-6,13.59068,66.993427,0.70115226,0
3762186022.79857,,1857,7.24248,7.24248,4999.90478515625,9.89999989542412E-6,7.3501423,0.15803775,4.2493056,0.02453,7.4403751,0.01862,11.689681,0.02453,0.80430416,5.9003871,0.0037367165,99.726833,0,0,1,,,,1.9819E-6,13.46798,54.024591,0.57812562,0
3762186084.35609,,1857,7.24684,7.24684,4999.96435546875,9.89999989542412E-6,7.3497454,0.14805663,4.2037029,0.02544,7.4435522,0.01863,11.647255,0.02544,2.3502787,5.8702597,0.0085614218,99.37064,0,0,1,,,,1.9858E-6,11.80077,54.018758,0.57195217,0
3762186144.64747,,1857,7.24874,7.24874,4999.9287109375,9.89999989542412E-6,7.353057,0.14729,4.1755412,0.02501,7.453232,0.01866,11.628773,0.02501,1.4327866,5.8687738,0.023792728,98.261092,0,0,1,,,,1.986E-6,11.74052,54.067447,0.56786466,0
3762186722.22971,,1857,6.50417,6.50417,4999.95263671875,9.89999989542412E-6,6.6010245,0.14086879,3.3001607,0.01922,5.620573,0.01437,8.9207337,0.01922,1.0439981,5.205488,0.0099707475,99.183098,0,0,1,,,,1.7157E-6,11.73755,43.573524,0.49994674,0
3762186779.66535,,1857,6.50836,6.50836,4999.89306640625,9.89999989542412E-6,6.6020786,0.13008933,3.2978967,0.03524,5.6261085,0.01438,8.9240052,0.03218,1.4391247,5.151143,0,100,0,0,1,,,,1.7324E-6,10.41098,43.587441,0.499524,0
3762186835.57434,,1857,6.5102,6.5102,4999.88134765625,9.89999989542412E-6,6.6035706,0.13181668,3.2843219,0.02013,5.6269711,0.01438,8.911293,0.02013,1.8387688,5.1545391,0.0099810138,99.172964,0,0,1,,,,1.7308E-6,10.30229,43.607145,0.49735546,0
3762187398.67606,,1857,5.84181,5.84181,4999.82177734375,9.89999989542412E-6,5.9264161,0.12249044,2.8109757,0.02685,4.1768965,0.01075,6.9878722,0.02461,0.83073525,4.6855549,0,100,0,0,1,,,,1.4914E-6,10.30908,35.122408,0.47431292,0
3762187452.48745,,1857,5.84518,5.84518,4999.88134765625,9.89999989542412E-6,5.9288104,0.11886529,2.8091249,0.01549,4.18076,0.01076,6.9898849,0.01549,1.453699,4.6817141,0.007547367,99.332365,0,0,1,,,,1.4946E-6,9.37111,35.150793,0.47380919,0
3762187506.80173,,1857,5.84718,5.84718,4999.82177734375,9.89999989542412E-6,5.9308555,0.11692318,2.8105985,0.03078,4.1866888,0.01078,6.9972873,0.02883,1.8256721,4.6575737,0,100,0,0,1,,,,1.5023E-6,9.363428,35.175047,0.47389429,0
3762188055.57665,,1857,5.24685,5.24685,4999.86962890625,9.89999989542412E-6,5.3237365,0.11029183,2.616664,0.01253,3.08566,0.00792,5.702324,0.01253,1.2594788,4.4239542,0.0043800918,99.602186,0,0,1,,,,1.2901E-6,9.315147,28.34217,0.49150893,0
3762188106.84081,,1857,5.25011,5.25011,4999.89306640625,9.89999989542412E-6,5.3259001,0.10774654,2.6061472,0.01231,3.0907039,0.007932,5.6968511,0.01231,1.1187156,4.3929069,0.0042425147,99.611756,0,0,1,,,,1.2979E-6,8.847908,28.365211,0.4893346,0
3762188161.08868,,1857,5.25194,5.25194,4999.9169921875,9.89999989542412E-6,5.3258527,0.10533896,2.6135849,0.01874,3.0920557,0.007936,5.7056406,0.01698,0.85614198,4.3764763,0,100,0,0,1,,,,1.3037E-6,8.785814,28.364707,0.49073549,0
3762188706.27874,,1857,4.71284,4.71284,4999.95263671875,9.89999989542412E-6,4.7801176,0.094695748,2.6433548,0.01618,2.2584241,0.006083,4.9017789,0.015,0.92502667,4.3613105,0,100,0,0,1,,,,1.1239E-6,8.752953,22.849525,0.55298948,0
3762188757.32017,,1857,4.71564,4.71564,4999.89306640625,9.89999989542412E-6,4.7837438,0.095057819,2.6334253,0.0166,2.2634774,0.006095,4.8969027,0.01544,1.618128,4.3338017,0,100,0,0,1,,,,1.1299E-6,8.722621,22.884205,0.55049464,0
3762188807.88594,,1857,4.71733,4.71733,4999.95263671875,9.89999989542412E-6,4.7865597,0.096765382,2.6260375,0.01056,2.2660414,0.006101,4.8920788,0.01056,1.0020345,4.3231269,0.0014037737,99.86948,0,0,1,,,,1.132E-6,8.667603,22.911154,0.54862732,0
3762189352.36822,,1857,4.23347,4.23347,4999.95263671875,9.89999989542412E-6,4.2941057,0.084199133,2.8134255,0.008866,1.637491,0.003763,4.4509165,0.008866,1.1905254,4.6234682,0.006598584,99.387032,0,0,1,,,,9.6505E-7,8.646254,18.439343,0.65518311,0
3762189405.72195,,1857,4.2361,4.2361,4999.9287109375,9.89999989542412E-6,4.2990771,0.088170822,2.8135058,0.008488,1.6423922,0.003785,4.455898,0.008488,0.83931407,4.5777825,0.0048750836,99.542835,0,0,1,,,,9.7516E-7,9.246936,18.482064,0.65444415,0
3762189458.10542,,1857,4.23749,4.23749,4999.95263671875,9.89999989542412E-6,4.2999276,0.08779525,2.80933,0.007967,1.6433034,0.003789,4.4526334,0.007967,1.2742998,4.5668657,0.0049191424,99.537855,0,0,1,,,,9.7679E-7,9.155565,18.489377,0.65334356,0
3762190003.50552,,1857,3.80285,3.80285,4999.845703125,9.89999989542412E-6,3.8554656,0.07338013,3.1548124,0.0171,1.1881145,0.003408,4.3429269,0.0171,1.3764013,5.1815469,0.0049794204,99.516302,0,0,1,,,,8.403E-7,9.133731,14.864615,0.81827016,0
3762190059.2622,,1857,3.80534,3.80534,4999.857421875,9.89999989542412E-6,3.8606548,0.079444474,3.1524319,0.01342,1.1925568,0.003385,4.3449887,0.01342,1.2146311,5.1145236,0.0033951895,99.666581,0,0,1,,,,8.5104E-7,10.36309,14.904656,0.81655368,0
3762190116.0009,,1857,3.80661,3.80661,4999.857421875,9.89999989542412E-6,3.8627868,0.078983322,3.1420131,0.01448,1.1944977,0.003375,4.3365109,0.01448,1.4971799,5.1101383,0.0058499339,99.426231,0,0,1,,,,8.5118E-7,10.22905,14.921122,0.81340579,0
3762190412.40266,,1857,3.42004,3.42004,4999.9404296875,9.89999989542412E-6,3.4667791,0.064215673,3.5978269,0.01616,0.86430844,0.004775,4.4621353,0.01616,1.1793164,6.0340463,0.0031312601,99.667399,0,0,1,,,,7.411E-7,10.22028,12.018557,1.037801,0
3762190475.15113,,1857,3.41998,3.41998,4999.9287109375,9.89999989542412E-6,3.4703914,0.071309373,3.5961578,0.01409,0.86668944,0.004778,4.4628473,0.01409,1.2370386,5.9503157,0.001202614,99.870796,0,0,1,,,,7.5065E-7,12.06809,12.043616,1.0362398,0
3762190534.9134,,1857,3.41999,3.41999,4999.88134765625,9.89999989542412E-6,3.4691329,0.070753833,3.5968068,0.01229,0.86618841,0.004777,4.4629953,0.01229,1.3403221,5.9908203,0.0027373944,99.707614,0,0,1,,,,7.4639E-7,11.90063,12.034883,1.0368028,0
3762190752.57846,,1857,3.07226,3.07226,4999.82177734375,9.89999989542412E-6,3.1135879,0.055676241,4.2134755,0.01521,0.6109036,0.003256,4.8243791,0.01521,1.2040258,7.4481703,0.0012435258,99.848915,0,0,1,,,,6.4847E-7,11.98164,9.6944295,1.3532541,0
3762190822.45722,,1857,3.072,3.072,4999.845703125,9.89999989542412E-6,3.1177274,0.064472799,4.1979013,0.0121,0.61330209,0.003274,4.8112034,0.0121,1.1257318,7.3904375,0.0027062074,99.670206,0,0,1,,,,6.5264E-7,14.89634,9.7202239,1.346462,0
3762190892.97417,,1857,3.07227,3.07227,4999.86962890625,9.89999989542412E-6,3.1182857,0.064150076,4.1998058,0.01216,0.61364704,0.003277,4.8134528,0.01216,1.1682036,7.4111687,0.0027602131,99.664583,0,0,1,,,,6.5115E-7,14.78088,9.7237055,1.3468316,0
3762191124.21572,,1857,2.75962,2.75962,4999.845703125,9.89999989542412E-6,2.7961952,0.049017016,4.9524363,0.01351,0.43819743,0.002286,5.3906337,0.01351,0.95621821,9.4902733,0.0017953038,99.746248,0,0,1,,,,5.6924E-7,14.82234,7.8187075,1.771134,0
3762191206.10363,,1857,2.75944,2.75944,4999.857421875,9.89999989542412E-6,2.8009888,0.057831254,4.9446927,0.01126,0.4403065,0.002297,5.3849991,0.01126,1.0480338,9.4241113,0.001968389,99.721272,0,0,1,,,,5.7275E-7,18.98055,7.8455384,1.7653382,0
3762191287.54286,,1857,2.75941,2.75941,4999.88134765625,9.89999989542412E-6,2.8005937,0.057580545,4.9501269,0.01152,0.44011113,0.002296,5.390238,0.01152,0.99459147,9.4275522,0.0020182747,99.713929,0,0,1,,,,5.7314E-7,18.84822,7.8433249,1.7675277,0
3762191541.53465,,1857,2.47878,2.47878,4999.83349609375,9.89999989542412E-6,2.5117972,0.043370077,5.8597394,0.01456,0.31878752,0.001486,6.1785269,0.01456,0.82951526,12.291751,0.0012051702,99.799312,0,0,1,,,,5.0357E-7,18.8551,6.3091254,2.3328871,0
3762191640.45477,,1857,2.47887,2.47887,4999.845703125,9.89999989542412E-6,2.515726,0.051774818,5.8564771,0.01095,0.32014967,0.001494,6.1766268,0.01095,0.50003169,12.258339,0.0019936672,99.668192,0,0,1,,,,5.0538E-7,24.5835,6.3288773,2.3279471,0
3762191738.22428,,1857,2.47878,2.47878,4999.857421875,9.89999989542412E-6,2.5162031,0.051571071,5.857612,0.01167,0.3203941,0.001496,6.1780061,0.01167,0.52714813,12.229562,0.0015096709,99.748443,0,0,1,,,,5.0632E-7,24.51668,6.3312781,2.3279567,0
3762192033.72362,,1857,2.22658,2.22658,4999.83349609375,9.89999989542412E-6,2.2563556,0.038393599,7.0068673,0.02566,0.229915,0.001438,7.2367823,0.02566,1.3030848,16.229516,0.00056275074,99.887166,0,0,1,,,,4.4637E-7,24.45912,5.0911407,3.1053914,0
3762192156.469,,1857,2.22655,2.22655,4999.845703125,9.89999989542412E-6,2.2592399,0.046368358,6.9854126,0.01936,0.23073898,0.001434,7.2161516,0.01936,0.69456928,16.10767,0.0011040541,99.77813,0,0,1,,,,4.4893E-7,32.45903,5.1041651,3.0919304,0
3762192278.38503,,1857,2.22647,2.22647,4999.857421875,9.89999989542412E-6,2.2597012,0.046126708,6.9909635,0.01874,0.2308758,0.001433,7.2218393,0.01874,0.54467317,16.10413,0.00097383775,99.804263,0,0,1,,,,4.4927E-7,32.21534,5.1062495,3.0937557,0
3762192588.09941,,1857,1.99993,1.99993,4999.857421875,9.89999989542412E-6,2.0254872,0.034597127,8.2468312,0.02297,0.16656895,0.001431,8.4134002,0.02297,0.95558811,21.686603,0.0011019046,99.737538,0,0,1,,,,3.8893E-7,32.20826,4.1025982,4.0715297,0
3762192768.28017,,1857,1.99996,1.99996,4999.857421875,9.89999989542412E-6,2.0299625,0.042433832,8.2272484,0.01623,0.16755065,0.00144,8.3947991,0.01623,1.2858955,21.44855,0.0010805542,99.741832,0,0,1,,,,3.9237E-7,43.37321,4.1207476,4.0529067,0
3762192944.79794,,1857,2.0002,2.0002,4999.857421875,9.89999989542412E-6,2.029976,0.042452488,8.2117018,0.01687,0.16759371,0.001441,8.3792955,0.01687,1.3368246,21.820975,0.0012300048,99.711655,0,0,1,,,,3.8507E-7,42.8971,4.1208028,4.045221,0
3762193238.96639,,1857,1.79656,1.79656,4999.88134765625,9.89999989542412E-6,1.8208941,0.032239235,9.6988051,0.01856,0.12485544,0.0008742,9.8236606,0.01856,1.2911017,28.554033,0.00067282639,99.811881,0,0,1,,,,3.4467E-7,43.64195,3.3156554,5.3263971,0
3762193466.10624,,1857,1.79647,1.79647,4999.845703125,9.89999989542412E-6,1.823815,0.038401078,9.6854351,0.01599,0.12535321,0.0008805,9.8107883,0.01599,0.62075322,28.458706,0.00097762601,99.726953,0,0,1,,,,3.4566E-7,57.10807,3.3263011,5.310536,0
3762193691.28015,,1857,1.79653,1.79653,4999.83349609375,9.89999989542412E-6,1.8239933,0.038289009,9.6897488,0.01654,0.12539532,0.000881,9.8151441,0.01654,0.5262502,28.46325,0.00076697947,99.785917,0,0,1,,,,3.4556E-7,56.91741,3.3269516,5.3123818,0
3762194052.61933,,1857,1.61363,1.61363,4999.86962890625,9.89999989542412E-6,1.6351493,0.028638171,11.638848,0.02089,0.094101728,0.0005713,11.73295,0.02089,0.42075317,37.696975,0.00037455038,99.874964,0,0,1,,,,3.1163E-7,56.9265,2.6737131,7.1179119,0
3762194342.88514,,1857,1.6135,1.6135,4999.90478515625,9.89999989542412E-6,1.6381536,0.034360416,11.559411,0.01646,0.094523293,0.0005745,11.653934,0.01646,0.32576114,37.94034,0.00094496423,99.689478,0,0,1,,,,3.0811E-7,75.39395,2.6835472,7.056366,0
3762194635.72957,,1857,1.61371,1.61371,4999.83349609375,9.89999989542412E-6,1.637178,0.034300975,11.589915,0.01591,0.094367773,0.0005733,11.684282,0.01591,0.63915923,37.709615,0.00063746269,99.788557,0,0,1,,,,3.1049E-7,75.88068,2.6803517,7.0792025,0
3762195101.90449,,1857,1.44953,1.44953,4999.83349609375,9.89999989542412E-6,1.4687249,0.026400382,13.747329,0.0204,0.072196477,0.0004045,13.819526,0.0204,0.22274053,50.001368,0.00038422001,99.851926,0,0,1,,,,2.7679E-7,75.41923,2.157153,9.3600433,0
3762195482.00774,,1857,1.44953,1.44953,4999.845703125,9.89999989542412E-6,1.4715787,0.030978285,13.69739,0.01601,0.072504758,0.0004074,13.769895,0.01601,0.37459361,50.19222,0.00074958124,99.714072,0,0,1,,,,2.7512E-7,100.0027,2.1655438,9.3079563,0
3762195863.53681,,1857,1.44954,1.44954,4999.88134765625,9.89999989542412E-6,1.4712146,0.03096987,13.706254,0.0181,0.072460498,0.000407,13.778715,0.0181,0.32678375,50.062663,0.00052162756,99.800431,0,0,1,,,,2.7577E-7,100.3844,2.1644723,9.3162851,0
3762196443.90611,,1857,1.30208,1.30208,4999.82177734375,9.89999989542412E-6,1.3203333,0.024339248,16.215902,0.0202,0.056484291,0.0002353,16.272386,0.0202,0.21671807,65.726338,0.00039635895,99.825365,0,0,1,,,,2.4801E-7,100.1253,1.7432801,12.281673,0
3762196933.89337,,1857,1.30215,1.30215,4999.83349609375,9.89999989542412E-6,1.3224086,0.027903631,16.120404,0.01779,0.056658899,0.0002364,16.177063,0.01779,0.18022624,65.927525,0.00061876724,99.730368,0,0,1,,,,2.4604E-7,131.4527,1.7487645,12.190184,0
3762197425.11505,,1857,1.30199,1.30199,4999.845703125,9.89999989542412E-6,1.3219513,0.027840239,16.15959,0.02065,0.056614661,0.0002361,16.216205,0.02065,0.35898472,65.953623,0.00052098771,99.772436,0,0,1,,,,2.4643E-7,131.8551,1.7475553,12.224043,0
3762198214.7935,,1857,1.16971,1.16971,4999.83349609375,9.89999989542412E-6,1.1857658,0.022539859,19.070368,0.02902,0.044884914,0.0003299,19.115253,0.02902,0.65814568,86.765738,0.00039675302,99.804424,0,0,1,,,,2.2074E-7,131.9072,1.4060404,16.082745,0
3762198851.3448,,1857,1.16957,1.16957,4999.82177734375,9.89999989542412E-6,1.1872456,0.024864449,19.076126,0.07762,0.04497094,0.0003283,19.121097,0.07762,0.012097585,85.378108,0.00033522243,99.832385,0,0,1,,,,2.2433E-7,173.5315,1.409552,16.067549,0
3762199477.67978,,1857,1.16959,1.16959,4999.82177734375,9.89999989542412E-6,1.1868544,0.024839323,19.050545,0.02275,0.044948891,0.0003287,19.095493,0.02275,0.39660745,87.609546,0.00066294684,99.676737,0,0,1,,,,2.1866E-7,170.7562,1.4086233,16.05129,0
3762200480.66274,,1857,1.05055,1.05055,4999.82177734375,9.89999989542412E-6,1.0657472,0.02108023,22.256844,0.03003,0.03616541,0.0003537,22.293009,0.03003,0.14419894,112.91962,0.00030793891,99.831343,0,0,1,,,,1.9776E-7,175.2191,1.1358171,20.883793,0
3762201300.97383,,1857,1.05057,1.05057,4999.9404296875,9.89999989542412E-6,1.0664802,0.022657147,22.182486,0.02618,0.036193023,0.0003542,22.218679,0.02618,0.37334488,113.1688,0.00039271949,99.786164,0,0,1,,,,1.9675E-7,225.8392,1.13738,20.799717,0
3762202125.04462,,1857,1.05059,1.05059,4999.9287109375,9.89999989542412E-6,1.0664239,0.022597177,22.194306,0.02206,0.036188483,0.0003541,22.230495,0.02206,0.24844092,113.27893,0.00051575047,99.719075,0,0,1,,,,1.968E-7,226.3376,1.13726,20.811898,0
3762203396.41008,,1857,0.943667,0.943667,4999.9404296875,9.89999989542412E-6,0.95760839,0.019337545,25.608254,0.03225,0.029457137,0.0002336,25.637711,0.03225,0.10236522,146.92473,0.00044542564,99.735141,0,0,1,,,,1.7496E-7,226.5579,0.91701383,26.741885,0
3762204453.59856,,1857,0.943693,0.943693,4999.9287109375,9.89999989542412E-6,0.95823519,0.020630787,25.547641,0.02656,0.02947396,0.0002337,25.577115,0.02656,0.13129467,147.08357,0.00058267389,99.654641,0,0,1,,,,1.745E-7,293.8495,0.91821468,26.661138,0
3762205513.96312,,1857,0.943724,0.943724,5000.01220703125,9.89999989542412E-6,0.95826232,0.020552711,25.569472,0.02245,0.029474238,0.0002337,25.598946,0.02245,0.4066997,146.69696,0.00048277186,99.713026,0,0,1,,,,1.75E-7,294.1671,0.91826668,26.683166,0
3762207249.83174,,1857,0.847713,0.847713,4999.96435546875,9.89999989542412E-6,0.86085163,0.018288792,29.223309,0.03148,0.024423533,0.0002814,29.247733,0.03148,0.16265286,189.27425,0.00048756933,99.690305,0,0,1,,,,1.55E-7,293.3939,0.74106552,33.946976,0
3762208794.49873,,1857,0.847665,0.847665,4999.88134765625,9.89999989542412E-6,0.86076103,0.01870657,29.204461,0.03033,0.024399551,0.0002818,29.22886,0.03033,1.3980059,187.76744,0.00045026304,99.711671,0,0,1,,,,1.5611E-7,378.5485,0.74090956,33.928651,0
3762210138.99655,,1857,0.847739,0.847739,4999.857421875,9.89999989542412E-6,0.86063288,0.018601927,29.155095,0.04084,0.024394276,0.0002819,29.17949,0.04084,0.12881259,189.13663,0.00056608912,99.640399,0,0,1,,,,1.5483E-7,375.5349,0.74068896,33.876344,0
3762212160.28723,,1857,0.761445,0.761445,4999.9169921875,9.89999989542412E-6,0.77325838,0.016709818,33.108834,0.0378,0.020433507,0.0003088,33.129268,0.0378,0.098110693,235.35852,0.000410564,99.716196,0,0,1,,,,1.4116E-7,378.2733,0.59792852,42.817298,0
