[Header]
TITLE,NdTiGaO_multifield_He3Base._50K.dat
BYAPP,HeatCapacity,3.9.3,1.7
INFO,6.856,MASS:Sample Mass (mg)
INFO,0.005,MASSERR:Sample Mass Error (mg)
INFO,,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.3 Build 101,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3762114186.48168,,1857,4.71708,4.71708,-0.0475921928882599,9.89999989542412E-6,4.7884464,0.096543868,1.2452385,0.007729,2.268133,0.006106,3.5133715,0.007729,1.3170449,3.1050218,0.0016779587,99.764237,0,0,1,,,,1.1318E-6,6.216088,22.929219,0.26005062,0
3762114728.2095,,1857,4.23301,4.23301,-0.011898048222065,9.89999989542412E-6,4.300106,0.08931037,1.1343334,0.009618,1.6440677,0.003792,2.7784011,0.008839,1.1923332,2.8195626,0,100,0,0,1,,,,9.854E-7,6.210044,18.490912,0.26379195,0
3762114773.55812,,1857,4.23565,4.23565,-0.011898048222065,9.89999989542412E-6,4.3008784,0.085145388,1.1256298,0.01011,1.6460975,0.003802,2.7717273,0.009372,1.3164826,2.8142584,0,100,0,0,1,,,,9.8489E-7,5.639125,18.497555,0.2617209,0
3762114817.05618,,1857,4.23706,4.23706,-0.0475921928882599,9.89999989542412E-6,4.3019504,0.085160972,1.1199946,0.009822,1.6472997,0.003807,2.7672943,0.009054,1.1918824,2.8045104,0,100,0,0,1,,,,9.8673E-7,5.628517,18.506777,0.26034576,0
3762115353.31964,,1857,3.80212,3.80212,-0.011898048222065,9.89999989542412E-6,3.8622934,0.080699266,1.0668897,0.00688,1.1944534,0.003376,2.2613431,0.00688,1.1974624,2.6531923,0.0032413262,99.5111,0,0,1,,,,8.5324E-7,5.609021,14.91731,0.27623217,0
3762115396.99931,,1857,3.80456,3.80456,-0.011898048222065,9.89999989542412E-6,3.8624991,0.076640843,1.0721102,0.0119,1.1949558,0.003373,2.2670659,0.01142,0.98513751,2.6323945,0,100,0,0,1,,,,8.6122E-7,5.306385,14.918899,0.27756904,0
3762115439.82163,,1857,3.80593,3.80593,-0.011898048222065,9.89999989542412E-6,3.863949,0.077788961,1.0619488,0.006939,1.1958796,0.003369,2.2578284,0.006939,2.174444,2.6545756,0.0087172278,98.691403,0,0,1,,,,8.5305E-7,5.264789,14.930102,0.27483509,0
3762115719.98982,,1857,3.41943,3.41943,-0.011898048222065,9.89999989542412E-6,3.4726365,0.071849951,1.0572498,0.007023,0.86870693,0.004781,1.9259567,0.007023,0.94950582,2.5770932,0.0012467901,99.80476,0,0,1,,,,7.4778E-7,5.309151,12.059204,0.30445162,0
3762115763.24509,,1857,3.42013,3.42013,-0.0356941446661949,9.89999989542412E-6,3.4728811,0.070528527,1.0593426,0.006989,0.86877017,0.004781,1.9281128,0.006989,1.3332672,2.5676699,0.0010436373,99.835921,0,0,1,,,,7.5129E-7,5.154186,12.060903,0.30503279,0
3762115805.15615,,1857,3.42,3.42,-0.0356941446661949,9.89999989542412E-6,3.4724322,0.070369463,1.0545453,0.007299,0.86860021,0.004781,1.9231455,0.007299,1.4805971,2.5881656,0.0059449609,99.075935,0,0,1,,,,7.4514E-7,5.13534,12.057785,0.30369068,0
3762115998.87891,,1857,3.07147,3.07147,-0.011898048222065,9.89999989542412E-6,3.1184353,0.06294699,1.1077179,0.006174,0.61377463,0.003278,1.7214925,0.006174,1.0181152,2.6720665,0.0045947554,99.251422,0,0,1,,,,6.4627E-7,5.176331,9.7246384,0.35521594,0
3762116040.56616,,1857,3.07224,3.07224,-0.0594902411103249,9.89999989542412E-6,3.12028,0.063992048,1.1063779,0.005642,0.61498621,0.003287,1.7213641,0.005642,1.3065981,2.6460312,0.0049210281,99.191208,0,0,1,,,,6.5274E-7,5.344133,9.7361475,0.35457648,0
3762116082.94591,,1857,3.07202,3.07202,-0.0475921928882599,9.89999989542412E-6,3.1202589,0.063860816,1.1079091,0.006086,0.61486192,0.003286,1.7227711,0.006086,1.1640509,2.6335679,0.0015369667,99.745842,0,0,1,,,,6.5485E-7,5.292062,9.7360157,0.35506962,0
3762116280.9399,,1857,2.75915,2.75915,-0.0594902411103249,9.89999989542412E-6,2.8004719,0.054781239,1.1787684,0.005268,0.44015211,0.002296,1.6189206,0.005268,1.6919825,2.8569092,0.0022277616,99.605998,0,0,1,,,,5.6786E-7,5.267136,7.8426431,0.42091778,0
3762116323.69103,,1857,2.75966,2.75966,-0.0237960964441299,9.89999989542412E-6,2.8020791,0.057404856,1.1781504,0.005141,0.44099619,0.0023,1.6191466,0.005141,1.0328394,2.818584,0.0017092317,99.693954,0,0,1,,,,5.7539E-7,5.713818,7.8516475,0.4204558,0
3762116365.40642,,1857,2.75947,2.75947,-0.0356941446661949,9.89999989542412E-6,2.8017136,0.05707417,1.1773793,0.005298,0.44080581,0.0023,1.6181852,0.005298,1.0395439,2.8216261,0.0014393264,99.742593,0,0,1,,,,5.7428E-7,5.637168,7.8495992,0.42023543,0
3762116570.80675,,1857,2.47846,2.47846,-0.0237960964441299,9.89999989542412E-6,2.5153232,0.047588444,1.2778846,0.004937,0.32019424,0.001495,1.5980789,0.004937,0.78932109,3.1582593,0.00081140815,99.839573,0,0,1,,,,5.0652E-7,5.643252,6.3268507,0.50803993,0
3762116614.5693,,1857,2.4787,2.4787,-0.0594902411103249,9.89999989542412E-6,2.5180332,0.051047901,1.2821572,0.004404,0.32103834,0.0015,1.6031955,0.004404,0.87159708,3.1476416,0.00057537719,99.885822,0,0,1,,,,5.097E-7,6.316519,6.3404914,0.50918994,0
3762116659.59196,,1857,2.47873,2.47873,-0.0237960964441299,9.89999989542412E-6,2.5173246,0.050061554,1.2799191,0.00519,0.32095976,0.0015,1.6008788,0.004969,1.3540469,3.1414018,0,100,0,0,1,,,,5.0961E-7,6.295283,6.3369231,0.50844419,0
3762116889.14173,,1857,2.22607,2.22607,-0.0475921928882599,9.89999989542412E-6,2.2582065,0.041852436,1.410734,0.008724,0.2304804,0.001435,1.6412144,0.008724,0.93573151,3.6964193,0.00065644845,99.852777,0,0,1,,,,4.4448E-7,6.282804,5.0994965,0.62471437,0
3762116936.88829,,1857,2.22672,2.22672,-0.11898048222065,9.89999989542412E-6,2.2607932,0.046332503,1.4073804,0.007101,0.23125513,0.001432,1.6386356,0.007101,1.1350462,3.6884878,0.0015064522,99.662504,0,0,1,,,,4.4537E-7,7.392839,5.1111857,0.62251623,0
3762116985.20634,,1857,2.22659,2.22659,-0.0832863375544548,9.89999989542412E-6,2.2611088,0.046373425,1.4077905,0.007529,0.23135541,0.001431,1.6391459,0.007529,1.2680571,3.6934124,0.0012345507,99.723897,0,0,1,,,,4.4471E-7,7.376976,5.1126132,0.62261069,0
3762117208.82761,,1857,1.99985,1.99985,-0.0951843857765198,9.89999989542412E-6,2.0281722,0.037500988,1.5508066,0.007871,0.16718867,0.001437,1.7179953,0.007871,1.2075632,4.3891336,0.00059413485,99.845756,0,0,1,,,,3.9191E-7,7.386825,4.1134824,0.76463264,0
3762117261.07211,,1857,1.99995,1.99995,-0.0713882893323898,9.89999989542412E-6,2.0300284,0.041826991,1.5573631,0.006986,0.16761796,0.001441,1.7249811,0.006986,0.96766998,4.3953789,0.00052759876,99.863057,0,0,1,,,,3.9289E-7,8.778267,4.1210153,0.76716323,0
3762117315.2378,,1857,2.00003,2.00003,-0.130878537893295,9.89999989542412E-6,2.0297325,0.042305308,1.5493307,0.006524,0.16758212,0.001441,1.7169128,0.006524,1.1680058,4.4672679,0.0014089714,99.641104,0,0,1,,,,3.8546E-7,8.790758,4.1198141,0.76331767,0
3762117488.72078,,1857,1.79686,1.79686,0.011898048222065,9.89999989542412E-6,1.8232003,0.033868949,1.7398848,0.006917,0.12525343,0.0008792,1.8651382,0.006917,1.5743604,5.4579918,0.0012281859,99.639832,0,0,1,,,,3.428E-7,8.934536,3.3240592,0.95430261,0
3762117546.62265,,1857,1.79674,1.79674,-0.0475921928882599,9.89999989542412E-6,1.825931,0.038449492,1.7335636,0.005334,0.12576612,0.0008858,1.8593297,0.005334,1.0855343,5.3856546,0.00038592018,99.886281,0,0,1,,,,3.4558E-7,10.91598,3.3340241,0.94941351,0
3762117604.41152,,1857,1.79656,1.79656,-0.0237960964441299,9.89999989542412E-6,1.8243016,0.03814092,1.7362898,0.006021,0.12546483,0.0008819,1.8617546,0.006021,0.78373055,5.3984154,0.00061142422,99.81955,0,0,1,,,,3.4541E-7,10.77131,3.3280762,0.95175592,0
3762117776.52122,,1857,1.61376,1.61376,-0.0475921928882599,9.89999989542412E-6,1.6363593,0.029656946,1.9746358,0.006367,0.094286183,0.0005727,2.068922,0.006367,0.65510725,6.7395969,0.00046021838,99.842803,0,0,1,,,,3.0742E-7,10.79683,2.6776717,1.2067251,0
3762117843.12461,,1857,1.61367,1.61367,0,9.89999989542412E-6,1.6390386,0.034591907,1.9668527,0.004613,0.094654905,0.0005755,2.0615076,0.004613,0.57367555,6.7912478,0.0011827517,99.601137,0,0,1,,,,3.0466E-7,13.47919,2.6864474,1.2000039,0
3762117911.05622,,1857,1.61378,1.61378,-0.0475921928882599,9.89999989542412E-6,1.6392376,0.034624711,1.9677539,0.005384,0.094676809,0.0005757,2.0624307,0.005384,1.9673066,6.7148631,0.00051644023,99.824145,0,0,1,,,,3.0764E-7,13.5825,2.6871,1.200408,0
3762118083.87672,,1857,1.44943,1.44943,-0.011898048222065,9.89999989542412E-6,1.4688705,0.026451303,2.2607184,0.005685,0.072196832,0.0004045,2.3329152,0.005685,0.65801551,8.4759173,0.00030303328,99.880658,0,0,1,,,,2.7555E-7,13.42973,2.1575805,1.5390863,0
3762118170.76505,,1857,1.44954,1.44954,-0.011898048222065,9.89999989542412E-6,1.471415,0.03092358,2.2558557,0.004939,0.072490163,0.0004072,2.3283458,0.004939,0.69219171,8.5140985,0.00037855143,99.852411,0,0,1,,,,2.7385E-7,16.95183,2.1650621,1.5331199,0
3762118257.09897,,1857,1.44935,1.44935,-0.011898048222065,9.89999989542412E-6,1.4714729,0.031108429,2.2504519,0.004626,0.072501051,0.0004073,2.322953,0.004626,1.2070039,8.5449118,0.00059221219,99.770326,0,0,1,,,,2.7244E-7,17.0282,2.1652325,1.5293873,0
3762118443.0146,,1857,1.30204,1.30204,0.0237960964441299,9.89999989542412E-6,1.3205033,0.023637615,2.6169107,0.005074,0.056492398,0.0002353,2.6734031,0.005074,0.62698307,10.96974,0.00037293462,99.835395,0,0,1,,,,2.4409E-7,17.08982,1.7437291,1.9817524,0
3762118546.21634,,1857,1.30197,1.30197,-0.0356941446661949,9.89999989542412E-6,1.3227837,0.028244645,2.5970748,0.004367,0.056698955,0.0002367,2.6537737,0.004367,0.63998442,11.028347,0.0006259428,99.72787,0,0,1,,,,2.4126E-7,21.93948,1.7497567,1.9633405,0
3762118649.09134,,1857,1.30202,1.30202,-0.0356941446661949,9.89999989542412E-6,1.3221171,0.028248376,2.6117082,0.005692,0.056638774,0.0002363,2.668347,0.005692,1.0188016,11.135817,0.00095153453,99.587147,0,0,1,,,,2.4057E-7,22.05669,1.7479937,1.9753985,0
3762118851.44304,,1857,1.16954,1.16954,-0.011898048222065,9.89999989542412E-6,1.1848564,0.0215112,3.0280287,0.009674,0.044800892,0.0003314,3.0728296,0.009674,0.80409002,14.172936,0.0003300529,99.837663,0,0,1,,,,2.1715E-7,22.27163,1.4038848,2.5556081,0
3762118976.47543,,1857,1.16957,1.16957,-0.011898048222065,9.89999989542412E-6,1.1868651,0.025315047,3.0214962,0.007041,0.044947665,0.0003288,3.0664439,0.007041,0.97465412,14.113679,0.00028013668,99.862395,0,0,1,,,,2.1756E-7,28.34587,1.4086488,2.545779,0
3762119087.18086,,1857,1.16945,1.16945,0,9.89999989542412E-6,1.1867579,0.02521492,3.0334788,0.007447,0.044941791,0.0003289,3.0784206,0.007447,0.23759762,14.293026,0.00076335032,99.627444,0,0,1,,,,2.1616E-7,28.22736,1.4083943,2.5561059,0
3762119306.1948,,1857,1.05049,1.05049,0.0475921928882599,9.89999989542412E-6,1.064021,0.019249091,3.5343309,0.008157,0.036036439,0.0003512,3.5703673,0.008157,0.65339445,18.482508,0.00042985072,99.766704,0,0,1,,,,1.9362E-7,28.58605,1.1321408,3.3216739,0
3762119463.44074,,1857,1.05062,1.05062,0.0237960964441299,9.89999989542412E-6,1.0657399,0.022940977,3.5415304,0.006555,0.036148752,0.0003534,3.5776792,0.006555,0.98944933,18.738551,0.00069958726,99.625382,0,0,1,,,,1.9163E-7,36.96502,1.1358016,3.3230719,0
3762119622.22357,,1857,1.05069,1.05069,0.0475921928882599,9.89999989542412E-6,1.0659513,0.023185793,3.5247306,0.006544,0.036159444,0.0003536,3.5608901,0.006544,0.66192086,18.638196,0.00055069036,99.705216,0,0,1,,,,1.9161E-7,37.4771,1.1362522,3.3066526,0
3762119867.13532,,1857,0.943734,0.943734,0.0594902411103249,9.89999989542412E-6,0.95593137,0.017670968,4.0932192,0.01153,0.02935027,0.0002333,4.1225695,0.01153,0.44851782,24.157998,9.0672076E-5,99.946875,0,0,1,,,,1.7074E-7,37.27639,0.91380478,4.2819175,0
3762120062.32602,,1857,0.943667,0.943667,0.0713882893323898,9.89999989542412E-6,0.95740898,0.02072019,4.1582241,0.006864,0.029429441,0.0002335,4.1876536,0.006864,0.34721192,24.444548,0.00029301146,99.82794,0,0,1,,,,1.716E-7,48.316,0.91663195,4.3432057,0
3762120259.24473,,1857,0.943729,0.943729,0.0356941446661949,9.89999989542412E-6,0.95740748,0.020899517,4.1422791,0.006209,0.029428358,0.0002335,4.1717074,0.006209,0.74084736,24.462394,0.00051821099,99.696672,0,0,1,,,,1.7105E-7,48.8891,0.91662909,4.3265581,0
3762120570.91328,,1857,0.847699,0.847699,0.0475921928882599,9.89999989542412E-6,0.85785977,0.01576034,4.9277502,0.01207,0.024264064,0.0002842,4.9520143,0.01207,0.48727297,32.257249,0.00035877071,99.771379,0,0,1,,,,1.5386E-7,48.92479,0.73592339,5.7442375,0
3762120825.11732,,1857,0.847723,0.847723,0,9.89999989542412E-6,0.85928165,0.018756718,4.9173043,0.01002,0.02432864,0.0002831,4.941633,0.01002,0.86847185,32.407838,0.00052613191,99.667525,0,0,1,,,,1.5299E-7,64.5145,0.73836495,5.7225758,0
3762121112.66434,,1857,0.847714,0.847714,0,9.89999989542412E-6,0.85923222,0.018942754,4.9069048,0.01016,0.024328551,0.0002831,4.9312334,0.01016,0.65684638,32.926198,0.00054616832,99.660986,0,0,1,,,,1.5027E-7,64.81568,0.73828001,5.7108017,0
3762121520.98917,,1857,0.761478,0.761478,-0.0237960964441299,9.89999989542412E-6,0.77030157,0.014502467,5.8591426,0.01257,0.02030334,0.0003063,5.879446,0.01257,0.26603497,42.676299,0.00020561228,99.859804,0,0,1,,,,1.3796E-7,65.8524,0.59336451,7.6062971,0
3762121893.4634,,1857,0.761474,0.761474,-0.011898048222065,9.89999989542412E-6,0.771346,0.017035806,5.7840682,0.01105,0.02034393,0.0003071,5.8044121,0.01105,0.58803089,43.604587,0.00082910374,99.452637,0,0,1,,,,1.3384E-7,85.3526,0.59497465,7.4986688,0
3762122226.74998,,1857,0.761401,0.761401,0,9.89999989542412E-6,0.77140874,0.017003971,5.8415255,0.009648,0.020344266,0.0003071,5.8618698,0.009648,0.55958763,43.000212,0.00040117257,99.729527,0,0,1,,,,1.3669E-7,87.20917,0.59507144,7.5725426,0
3762122771.57949,,1857,0.683984,0.683984,-0.0713882893323898,9.89999989542412E-6,0.69127543,0.012908223,7.1626191,0.01402,0.017417362,0.0001675,7.1800365,0.01402,0.55071336,58.632682,0.00042961783,99.696296,0,0,1,,,,1.2283E-7,86.00042,0.47786172,10.361455,0
3762123210.07239,,1857,0.684044,0.684044,-0.0832863375544548,9.89999989542412E-6,0.69232811,0.015210454,7.1304469,0.01172,0.01744862,0.0001689,7.1478955,0.01172,0.19396701,59.421506,0.00066671022,99.537121,0,0,1,,,,1.2085E-7,117.2654,0.47931822,10.299231,0
3762123652.22952,,1857,0.683972,0.683972,-0.0832863375544548,9.89999989542412E-6,0.69248838,0.015182949,7.1461283,0.01117,0.01745181,0.0001691,7.1635801,0.01117,0.33984305,58.243861,0.00029763447,99.789288,0,0,1,,,,1.2325E-7,118.843,0.47954016,10.319492,0
3762124359.58751,,1857,0.614381,0.614381,0.011898048222065,9.89999989542412E-6,0.62049319,0.011818679,8.6632325,0.01359,0.015133192,0.0001803,8.6783657,0.01359,0.18851186,78.764718,0.00034552061,99.747362,0,0,1,,,,1.1046E-7,116.4877,0.3850118,13.961849,0
3762124943.18803,,1857,0.614408,0.614408,-0.0832863375544548,9.89999989542412E-6,0.62145907,0.013558802,8.6661542,0.01475,0.015158463,0.0001793,8.6813127,0.01475,0.51613576,79.356994,0.00016368181,99.881528,0,0,1,,,,1.0952E-7,157.5294,0.38621137,13.944851,0
3762125530.52193,,1857,0.61438,0.61438,-0.0832863375544548,9.89999989542412E-6,0.62130197,0.013638933,8.6153298,0.01152,0.015153855,0.0001795,8.6304837,0.01152,0.072012781,79.452384,0.00060287657,99.565214,0,0,1,,,,1.091E-7,158.714,0.38601614,13.866574,0
3762126456.73973,,1857,0.551861,0.551861,0.0356941446661949,9.89999989542412E-6,0.55624854,0.011039479,10.336811,0.01595,0.013245357,0.0001824,10.350056,0.01595,0.8244485,106.07391,0.00041796306,99.690755,0,0,1,,,,9.7876E-8,158.9048,0.30941244,18.58308,0
3762127233.44175,,1857,0.551762,0.551762,-0.0356941446661949,9.89999989542412E-6,0.55681429,0.012306055,10.258956,0.02094,0.013256321,0.0001829,10.272213,0.02094,1.8189131,105.96979,0.00081995625,99.396012,0,0,1,,,,9.7523E-8,212.1478,0.31004216,18.424377,0
3762128113.82188,,1857,0.551915,0.551915,0,9.89999989542412E-6,0.55674035,0.012370221,10.240625,0.01661,0.013255048,0.0001828,10.25388,0.01661,0.893453,107.79718,0.00084781023,99.387062,0,0,1,,,,9.5707E-8,211.9396,0.30995981,18.393897,0
3762129327.02122,,1857,0.495742,0.495742,-0.0475921928882599,9.89999989542412E-6,0.49954567,0.010396357,12.065948,0.0234,0.011863779,0.0001004,12.077812,0.0234,0.24328823,138.40598,0.00059403271,99.560709,0,0,1,,,,8.7648E-8,215.5944,0.24954588,24.153845,0
3762130466.8293,,1857,0.495776,0.495776,-0.107082441449165,9.89999989542412E-6,0.49982283,0.011119456,11.98089,0.02496,0.011866601,0.0001006,11.992757,0.02496,0.85130522,140.97863,0.0010253567,99.258753,0,0,1,,,,8.5702E-8,276.812,0.24982286,23.970274,0
3762131626.92415,,1857,0.495719,0.495719,-0.011898048222065,9.89999989542412E-6,0.4998367,0.01120341,11.97015,0.02785,0.011866496,0.0001006,11.982016,0.02785,2.294294,140.23518,0.00092914734,99.325795,0,0,1,,,,8.6021E-8,281.9573,0.24983673,23.94812,0
3762133163.91117,,1857,0.445287,0.445287,-0.0832863375544548,9.89999989542412E-6,0.44843091,0.0094508952,14.158309,0.02531,0.010784308,7.584E-5,14.169094,0.02531,0.29389863,180.48221,0.00066557982,99.51274,0,0,1,,,,7.8891E-8,280.4704,0.20109028,31.573,0
3762134460.71564,,1857,0.445306,0.445306,-0.107082441449165,9.89999989542412E-6,0.4485466,0.0097949221,14.029572,0.01698,0.010782507,7.585E-5,14.040355,0.01698,0.47219143,178.45899,0.00079092921,99.419084,0,0,1,,,,7.9135E-8,360.9644,0.20119406,31.277848,0
3762135921.57465,,1857,0.445266,0.445266,-0.0951843857765198,9.89999989542412E-6,0.44849695,0.0097833314,14.066488,0.01831,0.010782348,7.585E-5,14.07727,0.01831,0.60348736,184.65286,0.0010531809,99.249159,0,0,1,,,,7.6812E-8,356.918,0.20114951,31.363621,0
3762138091.39375,,1857,0.399968,0.399968,-0.0594902411103249,9.89999989542412E-6,0.40189378,0.008841588,15.921427,0.04332,0.0097005504,8.816E-5,15.931128,0.04332,0.49757853,227.33582,0.00046759333,99.660854,0,0,1,,,,7.0316E-8,369.3057,0.16151861,39.616008,0
3762139942.61099,,1857,0.400086,0.400086,-0.154674634337425,9.89999989542412E-6,0.40177861,0.0087141747,16.046893,0.02642,0.009694337,8.825E-5,16.056587,0.02642,0.37785768,236.05645,0.0011897185,99.157654,0,0,1,,,,6.8597E-8,454.6716,0.16142605,39.93964,0
3762141864.9392,,1857,0.400014,0.400014,-0.14277657866478,9.89999989542412E-6,0.40189978,0.0088452544,16.01062,0.02876,0.0096961994,8.822E-5,16.020317,0.02876,0.43990308,230.86929,0.00074467357,99.463881,0,0,1,,,,6.9765E-8,472.1129,0.16152344,39.837345,0
3762146118.24016,,1857,49.8883,49.8883,5000.00048828125,9.89999989542412E-6,50.538903,1.0386078,605.40318,2.203,427.03371,0.4092,1032.4369,2.165,1.8023492,78.418168,0,100,0,0,1,,,,1.3166E-5,162.9717,2554.1807,11.978954,0
3762146698.59458,,1857,50.0047,50.0047,4999.9287109375,9.89999989542412E-6,50.638982,1.0310643,602.05837,2.129,428.64783,0.4123,1030.7062,2.129,0.11646391,80.737364,0.23257058,98.818604,0,0,1,,,,1.2818E-5,156.8363,2564.3065,11.889227,0
3762147296.388,,1857,50.0522,50.0522,4999.9287109375,9.89999989542412E-6,50.730065,1.0423556,599.27875,0.8886,430.00634,0.4149,1029.2851,0.8886,0.46218109,77.356007,0.081776998,99.56599,0,0,1,,,,1.3326E-5,161.4747,2573.5395,11.813089,0
3762151858.46609,,1857,44.7709,44.7709,5000.02392578125,9.89999989542412E-6,45.391804,0.96669439,513.24035,0.8374,346.46245,0.288,859.7028,0.8374,0.16243572,69.519622,0.06550074,99.608824,0,0,1,,,,1.2384E-5,154.712,2060.4158,11.306895,0
3762152371.8694,,1857,44.8881,44.8881,5000.0478515625,9.89999989542412E-6,45.445899,0.91952429,516.25665,2.133,347.46239,0.2891,863.71904,2.133,0.12062084,74.152467,0.2493173,98.607184,0,0,1,,,,1.1707E-5,139.0392,2065.3298,11.359807,0
3762152922.76617,,1857,44.9668,44.9668,5000.0478515625,9.89999989542412E-6,45.573896,0.94870289,514.79631,1.218,349.19952,0.2911,863.99582,1.218,0.13906424,70.971607,0.10803239,99.369052,0,0,1,,,,1.2201E-5,148.3049,2076.98,11.295859,0
3762156877.22474,,1857,40.1979,40.1979,5000.01220703125,9.89999989542412E-6,40.756801,0.87972769,435.50598,0.8185,282.73458,0.2327,718.24056,0.8185,0.63154477,63.511275,0.10722342,99.294007,0,0,1,,,,1.1338E-5,141.9432,1661.1168,10.68548,0
3762157352.63035,,1857,40.3433,40.3433,4999.96435546875,9.89999989542412E-6,40.844329,0.83711523,437.01732,2.418,284.03237,0.2337,721.0497,2.418,0.087665061,67.947396,0.26608442,98.366718,0,0,1,,,,1.0677E-5,127.0225,1668.2592,10.699584,0
3762157855.4103,,1857,40.4097,40.4097,5000.0361328125,9.89999989542412E-6,40.974133,0.8602371,434.21338,0.8894,285.55048,0.2349,719.76386,0.8894,0.12415795,63.16655,0.071661528,99.526592,0,0,1,,,,1.1414E-5,135.8948,1678.8796,10.597256,0
3762161401.08514,,1857,36.1108,36.1108,4999.845703125,9.89999989542412E-6,36.598655,0.7882408,368.13302,0.9937,232.27071,0.1865,600.40373,0.9937,2.3530802,58.608173,0.16852093,98.791353,0,0,1,,,,1.0292E-5,126.3331,1339.4616,10.058649,0
3762161839.02186,,1857,36.2684,36.2684,4999.845703125,9.89999989542412E-6,36.724244,0.76239766,368.44666,2.365,233.80336,0.1879,602.25002,2.365,0.073564327,61.437848,0.25841062,98.236738,0,0,1,,,,9.8687E-6,117.2163,1348.6701,10.032791,0
3762162300.87885,,1857,36.3033,36.3033,4999.86962890625,9.89999989542412E-6,36.820976,0.75430508,364.01527,0.7289,234.82995,0.1889,598.84522,0.704,0.55800697,55.276962,0,100,0,0,1,,,,1.0834E-5,122.8757,1355.7843,9.8860842,0
3762166057.69401,,1857,32.6139,32.6139,4999.857421875,9.89999989542412E-6,33.071625,0.66778465,300.32286,0.6911,193.62758,0.1659,493.95044,0.6709,0.35439745,49.159641,0,100,0,0,1,,,,1.0048E-5,110.5539,1093.7324,9.080983,0
3762166728.04756,,1857,32.5209,32.5209,4999.86962890625,9.89999989542412E-6,32.974609,0.65184309,300.0213,0.5549,192.58431,0.1657,492.60561,0.5549,0.077310782,48.826418,0.014266965,99.877322,0,0,1,,,,1.0094E-5,98.31928,1087.3248,9.0985553,0
3762167095.86737,,1857,32.5412,32.5412,4999.90478515625,9.89999989542412E-6,32.975492,0.65158807,301.29676,0.4635,192.63595,0.1657,493.93271,0.4635,1.6890299,50.60139,0.072473334,99.398887,0,0,1,,,,9.7832E-6,97.65284,1087.3831,9.1369906,0
3762169752.68708,,1857,29.1755,29.1755,4999.9287109375,9.89999989542412E-6,29.584061,0.63859264,248.21999,0.499,158.10322,0.1488,406.32322,0.499,7.8454431,45.269982,0.076488191,99.290464,0,0,1,,,,8.9995E-6,101.2028,875.21666,8.3903287,0
3762170096.76297,,1857,29.255,29.255,4999.9765625,9.89999989542412E-6,29.637488,0.60493109,248.21661,1.017,158.69238,0.1494,406.909,1.017,0.10428612,46.765911,0.12453622,98.883781,0,0,1,,,,8.7376E-6,90.53996,878.3807,8.3750895,0
3762170452.01238,,1857,29.2685,29.2685,5000.01220703125,9.89999989542412E-6,29.679931,0.59752318,246.43061,0.5164,159.09789,0.1498,405.5285,0.4942,7.7412437,43.710468,0,100,0,0,1,,,,9.2776E-6,93.53182,880.89832,8.3029375,0
3762172209.41726,,1857,26.3619,26.3619,4999.9287109375,9.89999989542412E-6,26.758188,0.54316007,196.99049,0.8545,130.93965,0.1145,327.93014,0.8468,4.381227,37.351943,0,100,0,0,1,,,,8.7795E-6,87.42094,716.00063,7.361877,0
3762172800.89007,,1857,26.224,26.224,5000.01220703125,9.89999989542412E-6,26.58425,0.52370305,199.15576,0.355,129.35217,0.1128,328.50792,0.355,0.16927911,38.703347,0.030473507,99.67045,0,0,1,,,,8.4982E-6,74.70389,706.72236,7.4914943,0
3762173099.29777,,1857,26.2593,26.2593,5000.02392578125,9.89999989542412E-6,26.609572,0.53402497,200.15065,0.4829,129.60333,0.1131,329.75398,0.4829,0.30418938,40.188144,0.079091929,99.176794,0,0,1,,,,8.2304E-6,77.40669,708.06932,7.5217538,0
3762174686.73472,,1857,23.6514,23.6514,5000.02392578125,9.89999989542412E-6,24.008386,0.50624421,156.80282,0.5067,106.40326,0.09348,263.20609,0.498,4.9803456,33.414556,0,100,0,0,1,,,,7.877E-6,80.37629,576.4026,6.5311688,0
3762175152.35313,,1857,23.574,23.574,4999.95263671875,9.89999989542412E-6,23.906126,0.46733968,157.03491,0.3387,105.56673,0.09279,262.60164,0.3258,0.10631208,33.402541,0,100,0,0,1,,,,7.8617E-6,66.82911,571.50284,6.5688149,0
